ID_Word	ID_Synset	Synset
34682	None	None	# 
34804	None	None	# 
34623	33932	water.n.01	# agua
34655	33942	water.n.01	# agua
34742	33977	water.n.01	# agua
34788	33995	water.n.01	# agua
34797	33999	water.n.01	# agua
34823	34010	water.n.01	# agua
34880	34025	water.n.01	# agua
34910	34038	water.n.01	# agua
34829	None	None	# 
34745	None	None	# 
34752	33982	water.n.01	# agua
34776	33989	water.n.01	# agua
34890	34029	water.n.01	# agua
34922	None	None	# 
34720	33970	environment.n.02	# ambientar
34772	33987	environment.n.02	# ambientar
34874	34024	environment.n.02	# ambientar
34884	34027	environment.n.02	# ambientar
34897	34032	environment.n.02	# ambientar
34715	None	None	# 
34757	None	None	# 
34698	33962	watchfulness.n.02	# 
34846	34017	watchfulness.n.02	# 
34900	34034	watchfulness.n.02	# 
34913	34039	watchfulness.n.02	# 
34783	33992	beauty.n.01	# belleza
34925	34043	beauty.n.01	# belleza
34814	34006	finely.r.03	# bien
34697	33961	good.a.01	# bueno
34703	33965	quality.n.01	# calidad
34624	None	None	# 
34626	33933	shower.n.04	# cascada
34631	33935	shower.n.04	# cascada
34648	33940	shower.n.04	# cascada
34660	33944	shower.n.04	# cascada
34672	33949	shower.n.04	# cascada
34687	33955	shower.n.04	# cascada
34695	33959	shower.n.04	# cascada
34746	33979	masturbate.v.02	# cascada
34790	33996	shower.n.04	# cascada
34799	34000	shower.n.04	# cascada
34807	34002	shower.n.04	# cascada
34819	34008	shower.n.04	# cascada
34859	34019	shower.n.04	# cascada
34869	34022	shower.n.04	# cascada
34903	34035	shower.n.04	# cascada
34905	34036	shower.n.04	# cascada
34930	34046	shower.n.04	# cascada
34935	34048	shower.n.04	# cascada
34939	34050	shower.n.04	# cascada
34944	34052	shower.n.04	# cascada
34821	34009	shower.n.04	# cascada
34852	34018	shower.n.04	# cascada
34919	34041	shower.n.04	# cascada
34893	None	None	# 
34754	33983	meal.n.01	# comedir
34646	None	None	# de
34815	34007	circulate.v.02	# distribuir
34634	None	None	# 
34622	None	None	# el
34640	None	None	# el
34644	None	None	# el
34649	None	None	# el
34654	None	None	# el
34657	None	None	# el
34661	None	None	# el
34666	None	None	# el
34674	None	None	# el
34684	None	None	# el
34691	None	None	# el
34699	None	None	# el
34707	None	None	# el
34711	None	None	# el
34719	None	None	# el
34730	None	None	# el
34734	None	None	# el
34741	None	None	# el
34744	None	None	# el
34749	None	None	# el
34771	None	None	# el
34773	None	None	# el
34777	None	None	# el
34781	None	None	# el
34784	None	None	# el
34787	None	None	# el
34791	None	None	# el
34793	None	None	# el
34796	None	None	# el
34800	None	None	# el
34808	None	None	# el
34810	None	None	# el
34822	None	None	# el
34826	None	None	# el
34828	None	None	# el
34831	None	None	# el
34834	None	None	# el
34836	None	None	# el
34841	None	None	# el
34849	None	None	# el
34866	None	None	# el
34873	None	None	# el
34879	None	None	# el
34883	None	None	# el
34887	None	None	# el
34894	None	None	# el
34896	None	None	# el
34909	None	None	# el
34921	None	None	# el
34927	None	None	# el
34931	None	None	# el
34936	None	None	# el
34941	None	None	# el
34785	33993	environment.n.02	# entornar
34907	34037	animal.n.01	# fauna
34871	34023	people.n.01	# gente
34625	None	None	# el
34637	None	None	# el
34642	None	None	# el
34647	None	None	# el
34659	None	None	# el
34671	None	None	# el
34686	None	None	# el
34694	None	None	# el
34714	None	None	# el
34721	None	None	# el
34723	None	None	# el
34726	None	None	# el
34737	None	None	# el
34739	None	None	# el
34753	None	None	# el
34756	None	None	# el
34758	None	None	# el
34762	None	None	# el
34779	None	None	# el
34789	None	None	# el
34798	None	None	# el
34803	None	None	# el
34806	None	None	# el
34816	None	None	# el
34818	None	None	# el
34845	None	None	# el
34858	None	None	# el
34860	None	None	# el
34868	None	None	# el
34870	None	None	# el
34899	None	None	# el
34902	None	None	# el
34904	None	None	# el
34906	None	None	# el
34912	None	None	# el
34915	None	None	# el
34924	None	None	# el
34929	None	None	# el
34934	None	None	# el
34938	None	None	# el
34943	None	None	# el
34875	None	None	# 
34652	None	None	# el
34751	None	None	# el
34775	None	None	# el
34820	None	None	# el
34843	None	None	# el
34851	None	None	# el
34889	None	None	# el
34892	None	None	# el
34918	None	None	# el
34768	33986	clean.a.01	# limpiar
34629	None	None	# el
34664	None	None	# el
34747	None	None	# el
34853	None	None	# el
34864	None	None	# el
34865	34020	massage.n.01	# masaje
34681	33953	well.r.07	# muy
34689	33956	well.r.07	# muy
34696	33960	well.r.07	# muy
34767	33985	well.r.07	# muy
34813	34005	well.r.07	# muy
34872	None	None	# 
34639	33938	unaffected.a.04	# natural
34898	34033	unaffected.a.04	# natural
34926	34044	unaffected.a.04	# natural
34920	34042	unaffected.a.04	# natural
34643	None	None	# 
34670	33948	universe.n.01	# naturaleza
34727	33973	universe.n.01	# naturaleza
34738	33976	universe.n.01	# naturaleza
34763	33984	universe.n.01	# naturaleza
34780	33991	universe.n.01	# naturaleza
34786	33994	universe.n.01	# naturaleza
34916	34040	universe.n.01	# naturaleza
34633	None	None	# 
34759	None	None	# 
34861	None	None	# 
34817	None	None	# 
34650	None	None	# 
34645	None	None	# 
34636	33936	landscape.n.01	# paisaje
34641	33939	landscape.n.01	# paisaje
34658	33943	landscape.n.01	# paisaje
34662	33945	landscape.n.01	# paisaje
34667	33946	landscape.n.01	# paisaje
34675	33950	landscape.n.01	# paisaje
34677	33951	landscape.n.01	# paisaje
34679	33952	landscape.n.01	# paisaje
34685	33954	landscape.n.01	# paisaje
34692	33958	landscape.n.01	# paisaje
34700	33963	landscape.n.01	# paisaje
34708	33966	landscape.n.01	# paisaje
34712	33967	landscape.n.01	# paisaje
34713	33968	landscape.n.01	# paisaje
34718	33969	landscape.n.01	# paisaje
34725	33972	landscape.n.01	# paisaje
34731	33974	landscape.n.01	# paisaje
34735	33975	landscape.n.01	# paisaje
34750	33981	landscape.n.01	# paisaje
34774	33988	landscape.n.01	# paisaje
34778	33990	landscape.n.01	# paisaje
34792	33997	landscape.n.01	# paisaje
34794	33998	landscape.n.01	# paisaje
34801	34001	landscape.n.01	# paisaje
34809	34003	landscape.n.01	# paisaje
34811	34004	landscape.n.01	# paisaje
34827	34012	landscape.n.01	# paisaje
34835	34014	landscape.n.01	# paisaje
34837	34015	landscape.n.01	# paisaje
34842	34016	landscape.n.01	# paisaje
34867	34021	landscape.n.01	# paisaje
34888	34028	landscape.n.01	# paisaje
34895	34031	landscape.n.01	# paisaje
34928	34045	landscape.n.01	# paisaje
34932	34047	landscape.n.01	# paisaje
34621	33931	landscape.n.01	# paisaje
34782	None	None	# 
34850	None	None	# 
34665	None	None	# 
34668	None	None	# 
34844	None	None	# 
34653	33941	swimming_pool.n.01	# piscina
34638	33937	booking.n.02	# reserva
34942	34051	trail.n.02	# sendero
34832	34013	service.n.01	# servicio
34937	34049	service.n.01	# servicio
34676	None	None	# su
34678	None	None	# su
34717	None	None	# su
34740	None	None	# 
34854	None	None	# 
34743	33978	thermal.a.01	# termal
34824	34011	thermal.a.01	# termal
34881	34026	thermal.a.01	# termal
34630	33934	thermal.a.01	# termal
34701	33964	thermal.a.01	# termal
34748	33980	thermal.a.01	# termal
34891	34030	thermal.a.01	# termal
34627	None	None	# todo
34628	None	None	# todo
34635	None	None	# todo
34680	None	None	# todo
34683	None	None	# todo
34688	None	None	# todo
34704	None	None	# todo
34705	None	None	# todo
34709	None	None	# todo
34716	None	None	# todo
34728	None	None	# todo
34729	None	None	# todo
34732	None	None	# todo
34733	None	None	# todo
34736	None	None	# todo
34760	None	None	# todo
34761	None	None	# todo
34764	None	None	# todo
34765	None	None	# todo
34766	None	None	# todo
34769	None	None	# todo
34770	None	None	# todo
34795	None	None	# todo
34802	None	None	# todo
34805	None	None	# todo
34812	None	None	# todo
34833	None	None	# todo
34839	None	None	# todo
34840	None	None	# todo
34847	None	None	# todo
34848	None	None	# todo
34855	None	None	# todo
34856	None	None	# todo
34857	None	None	# todo
34862	None	None	# todo
34863	None	None	# todo
34876	None	None	# todo
34877	None	None	# todo
34878	None	None	# todo
34882	None	None	# todo
34885	None	None	# todo
34886	None	None	# todo
34901	None	None	# todo
34908	None	None	# todo
34917	None	None	# todo
34923	None	None	# todo
34933	None	None	# todo
34669	33947	tophus.n.01	# tofo
34724	33971	tranquillity.n.02	# tranquilidad
34690	33957	quiet.a.02	# tranquilo
34706	None	None	# 
34710	None	None	# 
34722	None	None	# 
34632	None	None	# y
34651	None	None	# y
34656	None	None	# y
34663	None	None	# y
34673	None	None	# y
34693	None	None	# y
34702	None	None	# y
34755	None	None	# y
34825	None	None	# y
34830	None	None	# y
34838	None	None	# y
34911	None	None	# y
34914	None	None	# y
34940	None	None	# y
