ID_Word	ID_Lemma	Lemma
66060	100669	$
60211	94820	
55117	89726	%
56140	90749	%
67543	102152	%
61172	95781	*
54443	89052	,
54461	89070	,
54498	89107	,
54519	89128	,
54563	89172	,
55099	89708	,
55528	90137	,
55752	90361	,
56685	91294	,
58047	92656	,
58173	92782	,
58288	92897	,
60340	94949	,
61209	95818	,
61818	96427	,
62156	96765	,
63058	97667	,
63715	98324	,
64020	98629	,
64269	98878	,
64888	99497	,
65470	100079	,
67752	102361	,
67970	102579	,
68067	102676	,
69136	103745	,
57927	92536	.
62115	96724	
62485	97094	
69200	103809	
65939	100548	
69085	103694	
56139	90748	
56374	90983	
61105	95714	
69202	103811	
55116	89725	
67542	102151	
69207	103816	
60537	95146	
66150	100759	
62985	97594	
63668	98277	
55973	90582	
60544	95153	
61233	95842	
61866	96475	
63756	98365	
63808	98417	
64917	99526	
65377	99986	
67681	102290	
68057	102666	
65159	99768	
60129	94738	
63980	98589	
66148	100757	
62939	97548	
65232	99841	
61164	95773	
56650	91259	
57439	92048	
61785	96394	
67683	102292	
60764	95373	
65943	100552	
58628	93237	
60335	94944	
56022	90631	
54965	89574	
66061	100670	
62385	96994	
68357	102966	
61631	96240	
59761	94370	
60208	94817	
62120	96729	
55251	89860	
58980	93589	
63025	97634	
63030	97639	
54421	89030	a
54468	89077	a
54530	89139	a
54877	89486	a
55038	89647	a
55070	89679	a
55163	89772	a
55249	89858	a
55301	89910	a
55417	90026	a
55457	90066	a
55478	90087	a
55504	90113	a
55513	90122	a
55548	90157	a
55596	90205	a
55731	90340	a
55803	90412	a
55847	90456	a
55959	90568	a
56322	90931	a
56329	90938	a
56361	90970	a
56376	90985	a
56380	90989	a
56435	91044	a
56495	91104	a
56550	91159	a
56573	91182	a
56656	91265	a
56667	91276	a
56699	91308	a
56731	91340	a
56956	91565	a
56995	91604	a
57009	91618	a
57027	91636	a
57036	91645	a
57107	91716	a
57147	91756	a
57151	91760	a
57248	91857	a
57270	91879	a
57326	91935	a
57351	91960	a
57373	91982	a
57585	92194	a
57632	92241	a
57807	92416	a
57825	92434	a
57865	92474	a
58018	92627	a
58169	92778	a
58178	92787	a
58198	92807	a
58265	92874	a
58293	92902	a
58420	93029	a
58480	93089	a
58560	93169	a
58974	93583	a
58978	93587	a
59028	93637	a
59452	94061	a
59531	94140	a
59687	94296	a
59760	94369	a
59811	94420	a
59819	94428	a
59861	94470	a
60028	94637	a
60079	94688	a
60108	94717	a
60156	94765	a
60268	94877	a
60292	94901	a
60396	95005	a
60424	95033	a
60556	95165	a
60678	95287	a
60685	95294	a
60755	95364	a
60834	95443	a
60982	95591	a
61049	95658	a
61070	95679	a
61133	95742	a
61142	95751	a
61197	95806	a
61241	95850	a
61362	95971	a
61379	95988	a
61430	96039	a
61462	96071	a
61508	96117	a
61536	96145	a
61594	96203	a
61684	96293	a
61701	96310	a
61913	96522	a
61924	96533	a
61958	96567	a
62030	96639	a
62034	96643	a
62325	96934	a
62561	97170	a
62709	97318	a
62802	97411	a
62807	97416	a
62816	97425	a
62838	97447	a
62962	97571	a
63014	97623	a
63023	97632	a
63312	97921	a
63322	97931	a
63521	98130	a
63603	98212	a
63651	98260	a
63661	98270	a
63781	98390	a
63903	98512	a
63938	98547	a
63941	98550	a
64005	98614	a
64085	98694	a
64174	98783	a
64187	98796	a
64192	98801	a
64203	98812	a
64277	98886	a
64405	99014	a
64450	99059	a
64521	99130	a
64744	99353	a
64747	99356	a
64797	99406	a
64895	99504	a
64921	99530	a
64958	99567	a
65111	99720	a
65126	99735	a
65134	99743	a
65148	99757	a
65208	99817	a
65306	99915	a
65400	100009	a
65488	100097	a
66024	100633	a
66170	100779	a
66235	100844	a
66482	101091	a
66635	101244	a
66711	101320	a
66730	101339	a
66743	101352	a
66800	101409	a
67011	101620	a
67040	101649	a
67135	101744	a
67159	101768	a
67270	101879	a
67355	101964	a
67393	102002	a
67397	102006	a
67406	102015	a
67417	102026	a
67430	102039	a
67464	102073	a
67518	102127	a
67546	102155	a
67659	102268	a
67771	102380	a
67791	102400	a
67924	102533	a
67947	102556	a
67960	102569	a
68008	102617	a
68072	102681	a
68087	102696	a
68101	102710	a
68114	102723	a
68126	102735	a
68177	102786	a
68222	102831	a
68270	102879	a
68403	103012	a
68440	103049	a
68577	103186	a
68594	103203	a
68599	103208	a
68606	103215	a
68694	103303	a
68857	103466	a
68920	103529	a
69041	103650	a
69201	103810	a
58095	92704	
58672	93281	abajar
