ID_Word	ID_Synset	Synset
37124	None	None	# ,
37128	None	None	# ,
37130	None	None	# ,
37281	35160	one.s.01	# 
37308	35174	eleven.s.01	# 
37411	35221	twenty.s.01	# 
37621	None	None	# 
37228	None	None	# a
37396	None	None	# a
37496	None	None	# a
37514	None	None	# a
37372	35203	switch.v.03	# abandonar
37362	35199	fit.a.01	# adecuar
37354	None	None	# 
37127	35083	water.n.01	# agua
37048	None	None	# a+el
37355	None	None	# a+el
37398	None	None	# a+el
37440	None	None	# a+el
37442	None	None	# a+el
37560	None	None	# a+el
37218	None	None	# alguno
37222	None	None	# alguno
37092	35065	nutriment.n.01	# alimento
37434	35230	alternating.a.01	# alternar
37481	None	None	# 
37423	35227	fit.a.01	# apropiar
37489	35260	better.v.02	# arreglar
37300	None	None	# 
37083	35062	toilet.n.02	# asear
37458	35243	toilet.n.02	# asear
37241	35139	watchfulness.n.02	# 
37250	35145	watchfulness.n.02	# 
37267	35155	watchfulness.n.02	# 
37350	35194	watchfulness.n.02	# 
37597	35318	attractiveness.n.02	# atracción
37559	35294	help.v.01	# ayudar
37166	35100	short.a.03	# baja
37383	35210	descend.v.01	# bajar
37061	35050	depository_financial_institution.n.01	# banco
37086	35063	tray.n.01	# bandeja
37137	35088	bathtub.n.01	# bañar
37175	35106	bathtub.n.01	# bañar
37076	35058	bathtub.n.01	# baño
37154	35097	toast.v.02	# beber
37549	35290	arm.n.01	# brazo
37165	35099	bus.n.01	# bus
37334	None	None	# 
37274	None	None	# 
37470	35250	callosity.n.01	# callosidad
37146	35093	pickup.n.01	# camioneta
37244	35141	ability.n.02	# capacidad
37572	35301	ability.n.02	# capacidad
37068	35053	appearance.n.01	# cara
37095	35067	expensive.a.01	# caro
37064	35051	shower.n.04	# cascada
37603	35322	shower.n.04	# cascada
37073	35056	sneak_thief.n.01	# chorizo
37378	35206	customer.n.01	# cliente
37607	35326	gain.v.08	# cobrar
37156	35098	car.n.01	# coche
37343	35191	car.n.01	# coche
37149	35094	collaborate.v.01	# colaborar
37337	35187	vertex.n.02	# colmar
37404	35218	vertex.n.02	# colmar
37455	35241	put.v.01	# colocar
37188	35115	eat.v.02	# comer
37397	35215	eat.v.02	# comer
37276	35158	meal.n.01	# comedir
37449	35238	eat.v.02	# comer
37201	35121	buy.v.01	# comprar
37205	None	None	# con
37234	None	None	# con
37312	None	None	# con
