ID_Word	ID_Synset	Synset
36301	None	None	# ,
36304	None	None	# ,
36309	None	None	# ,
36312	None	None	# ,
36320	None	None	# ,
36324	None	None	# ,
36327	None	None	# ,
36330	None	None	# ,
36338	None	None	# ,
36420	None	None	# ,
36442	None	None	# ,
36455	None	None	# ,
36508	None	None	# ,
36365	34718	pleasing.a.01	# agradable
36222	34652	water.n.01	# agua
36231	34657	water.n.01	# agua
36239	34661	water.n.01	# agua
36244	34664	water.n.01	# agua
36251	34668	water.n.01	# agua
36270	34678	water.n.01	# agua
36319	34699	water.n.01	# agua
36329	34702	water.n.01	# agua
36356	34715	water.n.01	# agua
36370	34720	water.n.01	# agua
36375	34724	water.n.01	# agua
36406	34739	water.n.01	# agua
36437	34751	water.n.01	# agua
36449	34756	water.n.01	# agua
36454	34758	water.n.01	# agua
36471	34766	water.n.01	# agua
36476	34768	water.n.01	# agua
36478	34769	water.n.01	# agua
36504	34780	water.n.01	# agua
36512	34783	water.n.01	# agua
36537	34795	water.n.01	# agua
36299	34691	water.n.01	# agua
36346	34711	water.n.01	# agua
36481	34770	water.n.01	# agua
36528	34791	water.n.01	# agua
36461	34761	wind.n.01	# aire
36287	34685	acclimatize.v.01	# ambientar
36275	34681	environment.n.02	# ambientar
36334	34704	environment.n.02	# ambientar
36483	34771	environment.n.02	# ambientar
36498	34777	environment.n.02	# ambientar
36264	34676	wide.a.01	# amplio
36263	34675	afforest.v.01	# arbolar
36314	34697	toilet.n.02	# asear
36337	34706	toilet.n.02	# asear
36403	34738	toilet.n.02	# asear
36259	34674	watchfulness.n.02	# 
36283	34684	watchfulness.n.02	# 
36444	34754	watchfulness.n.02	# 
36510	34782	watchfulness.n.02	# 
36516	34785	watchfulness.n.02	# 
36385	34729	beautiful.a.01	# bonito
36252	34669	warm.a.01	# calentar
36371	34721	warm.a.01	# calentar
36376	34725	warm.a.01	# calentar
36472	34767	warm.a.01	# calentar
36242	34663	masturbate.v.02	# cascada
36316	34698	masturbate.v.02	# cascada
36348	34712	shower.n.04	# cascada
36378	34726	shower.n.04	# cascada
36387	34730	shower.n.04	# cascada
36389	34731	shower.n.04	# cascada
36392	34732	shower.n.04	# cascada
36398	34735	shower.n.04	# cascada
36409	34740	shower.n.04	# cascada
36416	34743	shower.n.04	# cascada
36422	34745	shower.n.04	# cascada
36434	34750	shower.n.04	# cascada
36441	34753	shower.n.04	# cascada
36457	34759	shower.n.04	# cascada
36459	34760	shower.n.04	# cascada
36466	34764	shower.n.04	# cascada
36487	34773	shower.n.04	# cascada
36500	34778	shower.n.04	# cascada
36522	34788	shower.n.04	# cascada
36524	34789	shower.n.04	# cascada
36530	34792	shower.n.04	# cascada
36535	34794	shower.n.04	# cascada
36303	34693	shower.n.04	# cascada
36332	34703	shower.n.04	# cascada
