('VA', 'NC')	0.0
('RN', 'AQ')	0.0
('VA', None)	0.0
('RN', None)	0.0
('RN', 'RG')	0.0
(None, 'AO')	7.26321905868681e-05
('AO', 'RG')	7.26321905868681e-05
('RG', 'AO')	7.26321905868681e-05
(None, 'VA')	7.26321905868681e-05
('VA', 'RN')	7.26321905868681e-05
('NC', 'VA')	7.26321905868681e-05
('AO', 'AQ')	7.26321905868681e-05
('NC', 'RN')	0.0001452643811737362
('VS', 'AO')	0.0001452643811737362
('RG', 'RN')	0.0001452643811737362
('RG', 'VS')	0.0001452643811737362
('RG', 'AQ')	0.0001452643811737362
('AO', None)	0.0003631609529343405
('VS', 'VA')	0.0005084253341080767
('AQ', 'RN')	0.0005084253341080767
('NC', 'AO')	0.0005810575246949448
(None, 'RN')	0.0006536897152818129
('RG', 'VM')	0.000726321905868681
('RG', 'NC')	0.0013073794305636258
('AQ', 'VM')	0.001452643811737362
('VS', 'RN')	0.002106333527019175
(None, 'VS')	0.002106333527019175
('NC', 'VS')	0.002178965717606043
('VM', 'VA')	0.0024694944799535153
('AQ', 'NC')	0.0024694944799535153
('RG', None)	0.0026147588611272515
('VS', 'VS')	0.0033410807669959327
('VS', 'RG')	0.0035589773387565368
('RG', 'RG')	0.006173736199883788
('VM', 'VS')	0.007190586868099942
('VM', 'RN')	0.007481115630447414
('NC', 'RG')	0.007699012202208018
(None, 'AQ')	0.008280069726902964
(None, 'RG')	0.008497966298663567
('VM', 'AQ')	0.008643230679837305
('AQ', 'AQ')	0.008715862870424172
(None, 'VM')	0.014962231260894828
('VS', 'VM')	0.015180127832655432
('NC', 'VM')	0.017722254503195815
('VS', 'AQ')	0.018593840790238233
('VM', 'RG')	0.01873910517141197
('AQ', None)	0.019392794886693782
('VS', None)	0.02033701336432307
('VS', 'NC')	0.028834979662986635
('AQ', 'RG')	0.03246658919233004
(None, None)	0.04038349796629866
('NC', 'NC')	0.041908773968622894
('VM', 'VM')	0.04299825682742592
('NC', 'AQ')	0.05984892504357931
('VM', 'NC')	0.07052585705984893
(None, 'NC')	0.11272515979081929
('VM', None)	0.1154125508425334
('NC', None)	0.2391051714119698
